u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,1
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,1
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,1,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,1,0,0,0,0.0,2,2,2.0,1.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.0,If,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,1,1,1,1.0,1,1,1.0,0.006470588235294118,Assignment,0,0
u-Cccr,0,0,2,2,2.0,0,0,0.0,0.09,Assignment,0,0
